category,pct_2023,pct_2022,pct_2021
Recurrent,0,0,0
Signals,0,0,0
Incidents,0.0060999999999999995,0.0348,0.06839999999999999
Weather,0.1915,0.07289999999999999,0.0809
Work Zone,0.060599999999999994,0.023799999999999998,0.5639000000000001
Holiday,0.0193,0.0572,0.033
Unclassified,0.7239,0.8133,0.37560000000000004
