category,pct_2023,pct_2022,pct_2021
Recurrent,0.1878,0.1891,0.3156
Signals,0.9582,0.9532,0.753
Incidents,0.1241,0.2976,0.3768
Weather,0.1708,0.107,0.085
Work Zone,0.0194,0.1703,0.4304
Holiday,0.1322,0.0727,0.0569
Unclassified,0.015300000000000001,0.0102,0
