category,pct_2023,pct_2022,pct_2021
Recurrent,0.4189,0.5159,0.35669999999999996
Signals,0.5858,0.5005000000000001,0.6538
Incidents,2e-4,0.0074,0.008499999999999999
Weather,0.0482,0.047799999999999995,0.0665
Work Zone,0.11359999999999999,0.1109,0.2301
Holiday,0.0436,0.0474,0.0659
Unclassified,0.011000000000000001,0.0058,0.0115
