category,pct_2022,pct_2021
Recurrent,0,0
Signals,0.2633,0.5847
Incidents,0.29100000000000004,0.4301
Weather,0.11610000000000001,0.106
Work Zone,0.0111,0.16240000000000002
Holiday,0.0216,0.1128
Unclassified,0.3874,0.2565
