category,pct_2023,pct_2022,pct_2021
Recurrent,0.8715,0.9232,0.8514999999999999
Signals,0.23179999999999998,0.1634,0.2608
Incidents,0,0.0040999999999999995,0.0025
Weather,0.0185,0.0172,0.0238
Work Zone,0,6e-4,0.0028
Holiday,0.018,0.017499999999999998,0.0418
Unclassified,2e-4,3e-4,0.0013
