category,pct_2022,pct_2021
Recurrent,0.4839,0.20799999999999996
Signals,0.4545,0.6901
Incidents,0.0189,0.0152
Weather,0.054,0.0862
Work Zone,0.0107,0.0648
Holiday,0.0382,0.0688
Unclassified,0.0779,0.066
