category,pct_2023,pct_2022
Recurrent,0.1744,0.3952
Signals,0,0
Incidents,0,0.0698
Weather,0.0364,0.040100000000000004
Work Zone,0.0497,0.0247
Holiday,0.07490000000000001,0.0456
Unclassified,0.6805,0.45149999999999996
