category,pct_2022,pct_2021
Recurrent,2e-4,9e-4
Signals,0.1567,0.0349
Incidents,0.48610000000000003,0.5198
Weather,0.1839,0.08610000000000001
Work Zone,0.3004,0.4006
Holiday,0.0381,0.0803
Unclassified,0.23870000000000002,0.2125
