category,pct_2023,pct_2022,pct_2021
Recurrent,0.3247,0.3721,0.2794
Signals,0.6615,0.6137,0.6930000000000001
Incidents,0.0095,0.1502,0.1714
Weather,0.1294,0.1054,0.1229
Work Zone,0.094,0.0077,0.1276
Holiday,0.0424,0.056,0.08879999999999999
Unclassified,0.08619999999999998,0.066,0.0757
