category,pct_2023,pct_2022
Recurrent,0.08,0.3677
Signals,0.1413,0.0385
Incidents,0,0.012300000000000002
Weather,0.1009,0.0613
Work Zone,0.016200000000000003,0.010700000000000001
Holiday,0.0498,0.0431
Unclassified,0.6763,0.6468
