category,pct_2023,pct_2022,pct_2021
Recurrent,0.1157,0.19319999999999998,0.1542
Signals,0.0785,0.1197,0.1847
Incidents,0.008400000000000001,0.1253,0.1046
Weather,0.1596,0.1176,0.0801
Work Zone,0.0434,0.09,0.0894
Holiday,0.08209999999999999,0.09659999999999999,0.1126
Unclassified,0.5846,0.4275,0.4216
