category,pct_2023,pct_2021
Recurrent,0,0
Signals,0.44189999999999996,0.7274999999999999
Incidents,0,0.8882
Weather,0.0182,0.5302
Work Zone,0,0
Holiday,0,0.0406
Unclassified,0.5399,0.042199999999999994
