category,pct_2023,pct_2022
Recurrent,0.0809,0.476
Signals,0,0
Incidents,0.0139,0.0236
Weather,0.074,0.0726
Work Zone,0.035699999999999996,0.1109
Holiday,0.05689999999999999,0.061900000000000004
Unclassified,0.7920999999999999,0.4724
