category,pct_2023,pct_2022,pct_2021
Recurrent,0.0139,0.0234,0.1099
Signals,0.2864,0.1963,0.1055
Incidents,0.0109,0.1064,0.0689
Weather,0.2349,0.1118,0.1192
Work Zone,0,0.1598,0.1469
Holiday,0.0402,0.1052,0.10540000000000001
Unclassified,0.43939999999999996,0.5998,0.5337
