category,pct_2023,pct_2021
Recurrent,0.9055,0.8912
Signals,0.0484,0.0543
Incidents,0.0046,0.0226
Weather,0.0187,0.0257
Work Zone,0.0068,0.0233
Holiday,0.0051,0.0087
Unclassified,0.0529,0.041499999999999995
