category,pct_2023,pct_2022,pct_2021
Recurrent,0,0,0
Signals,0.1822,0.1129,0.46649999999999997
Incidents,0.061900000000000004,0.35619999999999996,0.1634
Weather,0.09190000000000001,0.11710000000000001,0.2359
Work Zone,0.10619999999999999,0,0.11289999999999999
Holiday,0.0496,0.0446,0.008
Unclassified,0.6441,0.39799999999999996,0.4282
