category,pct_2023,pct_2022
Recurrent,0.6392,0.7653000000000001
Signals,0.071,0.0916
Incidents,0.0028000000000000004,0.0429
Weather,0.041600000000000005,0.0407
Work Zone,0.037200000000000004,0.034300000000000004
Holiday,0.0291,0.0318
Unclassified,0.2952,0.1539
