category,pct_2023,pct_2022,pct_2021
Recurrent,0.585,0.6809,0.6542
Signals,0.4597,0.3564,0.39440000000000003
Incidents,0,0.0117,0.0101
Weather,0.0435,0.032799999999999996,0.049300000000000004
Work Zone,2e-4,0.041800000000000004,0.0185
Holiday,0.0333,0.028499999999999998,0.0361
Unclassified,0.0334,0.0181,0.0103
