category,pct_2023,pct_2022
Recurrent,0.6989000000000001,0.7545
Signals,0.1943,0.1679
Incidents,0.0012,0.0176
Weather,0.0318,0.0533
Work Zone,0.058100000000000006,0.029700000000000004
Holiday,0.0091,0.012
Unclassified,0.11530000000000001,0.064
