category,pct_2022,pct_2021
Recurrent,0.6782,0.6729999999999999
Signals,0,0
Incidents,0.3269,0.4156
Weather,0.114,0.1245
Work Zone,0.1722,0.3547
Holiday,0.0439,0.06620000000000001
Unclassified,0.1169,0.0579
