category,pct_2023,pct_2022,pct_2021
Recurrent,0.9230999999999999,0.9326,0.8981
Signals,0.1335,0.1376,0.2399
Incidents,0.0019,0.0058,0.0117
Weather,0.0149,0.0167,0.023
Work Zone,0.0084,0.0466,0.0605
Holiday,0.0139,0.013,0.024200000000000003
Unclassified,0.013000000000000001,0.0104,0.0114
