category,pct_2023,pct_2022,pct_2021
Recurrent,0.48710000000000003,0.1729,0.0793
Signals,0.452,0.8359,0.9212000000000001
Incidents,0.034,0.12510000000000002,0.13499999999999998
Weather,0.0696,0.0744,0.1264
Work Zone,0.0364,0.2076,0.052000000000000005
Holiday,0.0324,0.0611,0.11510000000000001
Unclassified,0.08499999999999999,0.0068,0.007599999999999999
