category,pct_2022,pct_2021
Recurrent,0.5019,0.499
Signals,0,0
Incidents,0.2397,0.2657
Weather,0.1187,0.1345
Work Zone,0.0835,0.1606
Holiday,0.0462,0.0657
Unclassified,0.259,0.1806
