category,pct_2023,pct_2022,pct_2021
Recurrent,0.3127,0.40559999999999996,0.2986
Signals,0.73,0.6362,0.7372
Incidents,0.0038000000000000004,0.0478,0.0548
Weather,0.09079999999999999,0.07619999999999999,0.089
Work Zone,0.0429,0.0366,0.0476
Holiday,0.040900000000000006,0.0473,0.0718
Unclassified,9e-4,4e-4,0.0019
