category,pct_2023,pct_2022,pct_2021
Recurrent,0.8160999999999999,0.8274,0.7593
Signals,0,0,0
Incidents,0.0963,0.1789,0.2424
Weather,0.0535,0.0602,0.0409
Work Zone,0.0118,0.08109999999999999,0.159
Holiday,0.0193,0.030199999999999998,0.0641
Unclassified,0.2359,0.11349999999999999,0.07949999999999999
