category,pct_2022,pct_2021
Recurrent,0.006500000000000001,0.0115
Signals,0.0528,0.0594
Incidents,0.019,0.1263
Weather,0.1145,0.1103
Work Zone,0.032,2e-4
Holiday,0.0571,0.0558
Unclassified,0.7784,0.6753000000000001
