category,pct_2023,pct_2022,pct_2021
Recurrent,0,0,0
Signals,0,0,0
Incidents,0,0.0673,0.0867
Weather,0.0728,0.1407,0.1085
Work Zone,0,0.0992,0
Holiday,0.0645,0.1614,0.1583
Unclassified,0.8806,0.5916,0.6613
