category,pct_2023,pct_2022
Recurrent,0.6033,0.6576
Signals,0.39909999999999995,0.3603
Incidents,0.052700000000000004,0.2187
Weather,0.1019,0.0777
Work Zone,0.0349,0.0994
Holiday,0.0402,0.0374
Unclassified,0.0985,0.0354
