category,pct_2023,pct_2022,pct_2021
Recurrent,0,0,0
Signals,0.1506,0.20659999999999998,0.4852
Incidents,0.0079,0.0409,0.0574
Weather,0.0863,0.12290000000000001,0.0819
Work Zone,0.0015,0.030699999999999998,0.0165
Holiday,0.024399999999999998,0.046099999999999995,0.0931
Unclassified,0.7542,0.5813,0.3961
