category,pct_2022,pct_2021
Recurrent,0.4887,0.4008
Signals,0.3103,0.425
Incidents,0.1302,0.0935
Weather,0.0973,0.0742
Work Zone,0.1881,0.0359
Holiday,0.0396,0.0642
Unclassified,0.1649,0.1457
