category,pct_2022,pct_2021
Recurrent,0.0838,0.06989999999999999
Signals,0.9152,0.9354
Incidents,0.0894,0.06409999999999999
Weather,0.078,0.1033
Work Zone,0.0558,0.0884
Holiday,0.07869999999999999,0.1049
Unclassified,0.0048,0.0038
