category,pct_2023,pct_2022,pct_2021
Recurrent,0,0,0
Signals,0.0726,0.0649,0.2729
Incidents,0.028300000000000002,0.1692,0.2564
Weather,0.186,0.07189999999999999,0.0537
Work Zone,0,0.0843,0.452
Holiday,0.0232,0.0416,0.11599999999999999
Unclassified,0.6920000000000001,0.7109000000000001,0.1515
