category,pct_2023,pct_2022,pct_2021
Recurrent,0.9185999999999999,0.8358000000000001,0.6002
Signals,0,0,0
Incidents,0.013300000000000001,0.1737,0.35350000000000004
Weather,0.0386,0.038200000000000005,0.020200000000000003
Work Zone,0,0.058,0.5407
Holiday,0.0105,0.0225,0.0872
Unclassified,0.1463,0.0233,0
