category,pct_2022,pct_2021
Recurrent,0.056499999999999995,0.2752
Signals,0.19290000000000002,0.1371
Incidents,0.08819999999999999,0.0229
Weather,0.09609999999999999,0.0688
Work Zone,0.0415,0.018000000000000002
Holiday,0.107,0.0755
Unclassified,0.5009,0.5909
