category,pct_2022,pct_2021
Recurrent,0.024900000000000002,0.0273
Signals,0.41259999999999997,0.3145
Incidents,0,0.0424
Weather,0.12190000000000001,0.1411
Work Zone,0.0673,0.0252
Holiday,0.0181,0.2429
Unclassified,0.3557,0.37749999999999995
