category,pct_2023,pct_2021
Recurrent,0.37849999999999995,0.1736
Signals,0.5269,0.4387
Incidents,0,0.0264
Weather,0.1283,0.0895
Work Zone,0,0.0106
Holiday,0.0518,0.0897
Unclassified,0.21349999999999997,0.3366
