category,pct_2023,pct_2022
Recurrent,0.2788,0.38
Signals,0.4456,0.5021
Incidents,0.0055,0.1219
Weather,0.0951,0.0866
Work Zone,0,0.048
Holiday,0.0353,0.0446
Unclassified,0.3012,0.1832
