category,pct_2023,pct_2022,pct_2021
Recurrent,0,0.030500000000000006,0.18760000000000002
Signals,0,0,0
Incidents,0,0.1278,0.0448
Weather,0.1469,0.10470000000000002,0.1449
Work Zone,0,0.08310000000000001,0
Holiday,0.031,0.046,0.039
Unclassified,0.8265,0.708,0.6389
