category,pct_2023,pct_2022,pct_2021
Recurrent,0.1555,0.17859999999999998,0.14930000000000002
Signals,0.84,0.7959999999999999,0.8306
Incidents,0,0.0657,0.1291
Weather,0.08950000000000001,0.1361,0.1726
Work Zone,0.0412,0.17739999999999997,0.1636
Holiday,0.0202,0.0303,0.0545
Unclassified,0.0053,0.0165,0.0013
