category,pct_2022,pct_2021
Recurrent,0.8944,0.8509
Signals,0.17350000000000002,0.2019
Incidents,0.0226,0.0244
Weather,0.017,0.0279
Work Zone,0.0899,0.0803
Holiday,0.019,0.0408
Unclassified,0.0048,0.015199999999999998
