category,pct_2023,pct_2022,pct_2021
Recurrent,0.5641999999999999,0.6713,0.5337
Signals,0.2955,0.27599999999999997,0.3009
Incidents,0.0075,0.0287,0.0289
Weather,0.0638,0.0664,0.0681
Work Zone,0.0828,0.1207,0.0697
Holiday,0.037399999999999996,0.0426,0.0655
Unclassified,0.21630000000000002,0.115,0.1988
