category,pct_2023,pct_2022
Recurrent,0.3571,0.19340000000000002
Signals,0.588,0.7116
Incidents,0.0061,0.0384
Weather,0.0653,0.0708
Work Zone,0.0319,0.2231
Holiday,0.0535,0.0776
Unclassified,0.0599,0.086
