category,pct_2022,pct_2021
Recurrent,0.7843,0.7417999999999999
Signals,0.3812,0.46199999999999997
Incidents,0.0308,0.0343
Weather,0.0322,0.0528
Work Zone,0.27999999999999997,0.4478
Holiday,0.023,0.0432
Unclassified,0.0111,0
