category,pct_2023,pct_2022,pct_2021
Recurrent,0.3443,0.502,0.5697
Signals,0.3742,0.3287,0.377
Incidents,0.008499999999999999,0.0203,0.0191
Weather,0.0675,0.0636,0.0541
Work Zone,0.071,0.2741,0.1601
Holiday,0.043399999999999994,0.0502,0.0583
Unclassified,0.248,0.043800000000000006,0.0179
