category,pct_2023,pct_2021
Recurrent,0,0
Signals,0,0
Incidents,0.4829,0.3523
Weather,0.3684,0.0244
Work Zone,0.018000000000000002,0.0076
Holiday,0.23810000000000003,0.365
Unclassified,0.29969999999999997,0.5194
