category,pct_2023,pct_2022,pct_2021
Recurrent,0,0,0
Signals,0,0,0
Incidents,0.0233,0,0
Weather,0,0,0.0458
Work Zone,0,0,0.1538
Holiday,0.11019999999999999,0,0.1607
Unclassified,0.8665999999999999,1,0.6716
