category,pct_2023,pct_2022
Recurrent,0.9401,0.9162
Signals,0,0
Incidents,0,0
Weather,0.026,0.008
Work Zone,0,0
Holiday,0.020900000000000002,0.0085
Unclassified,0.1101,0.1467
