category,pct_2022,pct_2021
Recurrent,0.7106,0.7294
Signals,0,0
Incidents,0.1821,0.2591
Weather,0.0817,0.0788
Work Zone,0.17600000000000002,0.2768
Holiday,0.0375,0.0612
Unclassified,0.0913,0.05840000000000001
