category,pct_2023,pct_2022,pct_2021
Recurrent,0.1507,0.2008,0.1592
Signals,0,0,0
Incidents,0.0064,0.009899999999999999,0.0072
Weather,0.0862,0.0805,0.0617
Work Zone,0.016,0.004,0.0046
Holiday,0.0695,0.0824,0.12689999999999999
Unclassified,0.7064,0.6609,0.6716
