category,pct_2023,pct_2021
Recurrent,0.7874,0.6957
Signals,0.2683,0.34640000000000004
Incidents,1e-4,0.0096
Weather,0.0267,0.0356
Work Zone,0.004,0.0395
Holiday,0.0188,0.0349
Unclassified,0.0011,0.0015
